序号,企业名称,社会信用代码,来源,特殊备注,类别1,细分类别1,类别2,细分类别2,类别3,细分类别3,是否综合,专精特新,高新技术企业,独角兽企业,瞪羚企业,上市企业,主要数据产品或服务,经营状态,成立日期,注册资本,实缴资本,城市,区县,参保人数,规模,企业简介,国标门类,国标大类,国标中类,国标小类
23554,宿迁智如信息科技有限公司,91321311MA1YWAXE67,填报,,数据技术企业,,,,,,,,,,,,,在业,2019-08-09,100万元,-,宿迁市,宿豫区,0,XS(微型),宿迁智如信息科技有限公司成立于2019-08-09，法定代表人为程敏，注册资本为100万元，统一社会信用代码为91321311MA1YWAXE67，企业注册地址位于宿迁市宿豫区洪泽湖东路电子产业园D座7楼，所属行业为软件和信息技术服务业，经营范围包含：从事信息技术、计算机技术、网络技术领域内的技术开发、技术转让、技术咨询、技术服务、软件开发、云计算服务、云软件服务、电子产品、通信设备及相关产品、计算机、软件及辅助设备销售，网络工程，呼叫中心服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。企业当前经营状态为在业。,信息传输、软件和信息技术服务业,软件和信息技术服务业,-,-
9234,无锡比亚迪精密制造有限公司,,新增多来源,数据跨境,数据应用企业,,,,,,,,,,,,,在业,2015-08-05,21345.3万元,19426万元,无锡市,新吴区,1552,L(大型),"无锡比亚迪精密制造有限公司成立于2015年8月5日，董事长为江向荣。公司主营业务涉及智能手机、平板计算机、新能源汽车、AIDC（AI服务器、热管理、电源管理等）、智能家居等领域。依托电子信息技术、人工智能技术、5G和物联网技术等核心优势，公司为市场提供多元化产品解决方案。
无锡比亚迪精密制造有限公司近年来在智能制造和绿色发展方面获得多项认可，包括2025年省级绿色工厂、2023年省级智能制造示范车间和2023年市级智能车间。随着5G通信、人工智能、新能源汽车等领域的快速发展，精密制造行业迎来新的增长机遇，无锡比亚迪精密制造有限公司依托电子信息技术和人工智能技术优势，在智能手机、平板计算机、新能源汽车等领域提供多元化产品解决方案。
以上内容由AI生成，仅供参考，请注意甄别。",制造业,计算机、通信和其他电子设备制造业,-,-
16812,南京朵朵盛开品牌管理有限公司,91320105MACMQNTU3J,填报,,数据技术企业,,,,,,,,,,,,,在业,2023-06-21,100万元,100万元,南京市,建邺区,40,S(小型),陆藜开了个方子是由6姐妹联合创办的中医养生品牌【百黎堂】，所衍生的茶饮品牌。以药食同源的中式养生理念为灵感，采用药食同源食材，与当下年轻人喜爱的茶饮结合，制作出既好喝又健康的新中式茶饮，是传统和潮流兼具的年轻态国潮养生茶。所有产品研发依托草本食材及时令果蔬，提升品牌辨识度，植根中式传统食疗理念，产品配方自研、南京中医药大学背书，是养生饮品行业先行者。：江苏中药产业研究院、中山制药联合研发陆藜产品，在“传匠人精神，养中华文化”的基础上，重新定位中式食补，喝东西、不盲从、不敢同，励志用中华五千年的养生文化，来做一杯有颜值有口感有养生且药食同源对的好产品，始于传统，忠于潮流。,信息传输、软件和信息技术服务业,互联网和相关服务,互联网信息服务,-
27064,冠西电子科技（昆山）有限公司,9132058376240719XY,规上,,数据应用企业,,,,,,,,,,,,,在业,2004-06-02,550万美元,550万美元,苏州市,昆山市,31,S(小型),冠西电子科技（昆山）有限公司成立于2004-06-02，法定代表人为谢淑娟，注册资本为550万美元，统一社会信用代码为9132058376240719XY，企业注册地址位于江苏省昆山市周市镇青阳北路319号3号房405室，所属行业为批发业，经营范围包含：一般项目：电子元器件批发；电力电子元器件销售；电子元器件零售；电子产品销售；光电子器件销售；光通信设备销售；网络设备销售；电子元器件与机电组件设备销售；货物进出口；技术进出口（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。企业当前经营状态为在业。,批发和零售业,批发业,机械设备、五金产品及电子产品批发,其他机械设备及电子产品批发
16341,南京美骁智能科技有限公司,91320114MA1PXKY02D,填报,,数据技术企业,,,,,,,,,,,,,存续,2017-07-19,200万元,-,南京市,玄武区,3,XS(微型),南京美骁智能科技有限公司成立于2017-07-19，法定代表人为徐进，注册资本为200万元，统一社会信用代码为91320114MA1PXKY02D，企业注册地址位于南京市玄武区珠江路342号，所属行业为软件和信息技术服务业，经营范围包含：智能技术研发；智能化控制系统、安防系统的销售、安装；计算机软硬件设备、环保设备、网络设备、楼宇自动化设备、通讯设备、音响器材、办公设备及耗材、节能产品、电子产品、电线电缆、照明设备、消防设备、安防设备的销售；计算机系统集成；综合布线工程、智能化工程施工；工业自动化设备、仪器仪表、电气设备、机械设备、机电设备、计算机应用电子设备研发、销售；建筑智能化工程、消防工程、通信工程、电子工程、计算机网络工程设计、施工；软件开发、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。企业当前经营状态为存续。,信息传输、软件和信息技术服务业,软件和信息技术服务业,-,-
16416,江苏慧医一六零信息科技有限公司,91320104MA1P8G5E5F,填报,,数据技术企业,,,,,,,,,,,,,在业,2017-06-21,1000万元,-,南京市,秦淮区,16,S(小型),"江苏慧医一六零信息科技有限公司成立于2017-06-21，法定代表人杨晓刚，注册于江苏省南京市秦淮区。公司主营业务是软件开发、信息技术咨询服务、网络技术服务。
江苏慧医一六零信息科技有限公司近年来获得2025年国家级科技型中小企业和2025年省级民营科技企业等荣誉。
以上内容由AI生成，仅供参考，请注意甄别。",信息传输、软件和信息技术服务业,软件和信息技术服务业,-,-
14763,南京冠群金辰电力有限公司,913201040579874407,填报,,数据技术企业,,,,,,,,,,,,,在业,2013-01-15,3000万元,200万元,南京市,江宁区,18,S(小型),南京冠群金辰电力有限公司成立于2013-01-15，法定代表人为姚启庭，注册资本为3000万元，统一社会信用代码为913201040579874407，企业注册地址位于南京市江宁区麒麟街道智识路26号立业园1号楼3层301室，所属行业为软件和信息技术服务业，经营范围包含：承装、承修、承试供电设施、受电设施（须取得许可或批准后方可经营）；环保设备安装、调试、维修、技术咨询、技术服务；电力工程设计、施工、技术咨询、技术服务；电力设备开发；光伏电站开发、维护；电力监控设备研发；电力监控系统安装；信息技术咨询服务；计算机系统集成技术服务；计算机软硬件、网络设备研发、销售；电子产品、通信设备销售；酒店管理服务；会务服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。企业当前经营状态为在业。,信息传输、软件和信息技术服务业,软件和信息技术服务业,-,-
5781,登云（苏州）智造科技有限公司,91320582MA25YK46X7,新增导入,,数据应用企业,工业制造,,,,,,,,,,,,在业,2021-05-10,375万元,-,苏州市,张家港市,2,XS(微型),登云（苏州）智造科技有限公司成立于2021-05-10，法定代表人为徐律，注册资本为375万元，统一社会信用代码为91320582MA25YK46X7，企业注册地址位于张家港市杨舍镇塘市街道新泾中路10-1号，所属行业为科技推广和应用服务业，经营范围包含：一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；工业互联网数据服务；数据处理服务；信息技术咨询服务；物联网设备销售；软件开发；人工智能硬件销售；智能机器人的研发（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。企业当前经营状态为在业。,科学研究和技术服务业,科技推广和应用服务业,-,-
31882,江苏北邦建设有限公司,91320891MA1W7EYK4A,规上,,数据基础设施企业,,,,,,,,,,,,,存续,2018-03-16,3000万元,3000万元,淮安市,淮安经济技术开发区,7,XS(微型),江苏北邦建设有限公司成立于2018-03-16，法定代表人为陈艾霞，注册资本为3000万元，统一社会信用代码为91320891MA1W7EYK4A，企业注册地址位于淮安经济技术开发区宏恒胜路12号，所属行业为房屋建筑业，经营范围包含：室内外装饰装修工程、房屋建筑工程、市政公用工程、土石方工程、水电水利安装工程、钢结构工程、玻璃幕墙工程设计、施工；建筑智能化工程、消防设施工程、环保工程、园林绿化工程、景观工程、外墙保温工程、城市及道路照明工程、公路工程、建筑机电安装工程、机电工程、电力工程、地基基础工程、防腐防火保温工程、古建筑工程、房屋加固工程、拆除工程（爆破工程除外）、城市亮化工程、模板脚手架工程、金属门窗工程施工；房屋维修服务；工程信息咨询；建筑劳务分包；环保材料、节能保温材料、生态环保涂料、防水建筑材料、节能门窗的研发、生产、销售；建筑材料、装饰材料、陶瓷、石材、劳动防护用品、食品、日用百货销售；卷烟零售。用于传染病防治的消毒产品生产（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：产业用纺织制成品生产；产业用纺织制成品销售；纸和纸板容器制造；纸制品制造；纸制品销售；日用化学产品销售；融资咨询服务；企业管理咨询；信息咨询服务（不含许可类信息咨询服务）；工程管理服务；技术推广服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。企业当前经营状态为存续。,建筑业,房屋建筑业,-,-
11754,常熟市琴川医疗健康投资管理有限公司,91320581MA1Q1JAK77,自有,,数据应用企业,医疗健康应用企业,,,,,,,,,,,,在业,2017-08-04,19200万元,15628万元,苏州市,常熟市,18,S(小型),"常熟市琴川医疗健康投资管理有限公司成立于2017-08-04，法定代表人为殷峰，注册资本为19200万元，统一社会信用代码为91320581MA1Q1JAK77，企业注册地址位于常熟市虞山街道桃源涧北弄17号，所属行业为商务服务业，经营范围包含：医疗、养老、医养融合产业投资；资产管理、投资管理、物业管理、医院管理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
许可项目：旅游业务；第二类增值电信业务；餐饮服务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）
一般项目：停车场服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。企业当前经营状态为在业。",租赁和商务服务业,商务服务业,组织管理服务,投资与资产管理
25605,芯原微电子（南京）有限公司,91320191MA21EM1B4J,规上,,数据技术企业,,,,,,,,,,,,,在业,2020-05-08,10000万元,3000万元,南京市,浦口区,229,M(中型),"芯原微电子（南京）有限公司成立于2020-05-08，法定代表人WAYNE WEI-MING DAI，公司位于江苏省南京市浦口区。公司主营业务是集成电路芯片设计及服务、信息系统集成服务、集成电路芯片及产品销售。
芯原微电子（南京）有限公司2025年入选国家级高新技术企业和省级创新型中小企业，2024年获评省级专精特新中小企业。该公司建设的南京市芯片定制工程技术研究中心在集成电路设计领域开展底层技术研发，涵盖低功耗射频技术、SoC设计流程等方向。
以上内容由AI生成，仅供参考，请注意甄别。",信息传输、软件和信息技术服务业,软件和信息技术服务业,-,-
10903,南京盛安信息安全有限公司,91320106552051447R,自有,,数据安全企业,数据安全企业,,,,,,,,,,,,存续,2010-03-08,1000万元,50万元,南京市,鼓楼区,1,XS(微型),南京盛安信息安全有限公司成立于2010-03-08，法定代表人为圣刚，注册资本为1000万元，统一社会信用代码为91320106552051447R，企业注册地址位于南京市鼓楼区中山北路330号611室，所属行业为软件和信息技术服务业，经营范围包含：计算机信息安全技术咨询、技术服务；网络产品及计算机软件开发、计算机系统集成、经济信息咨询；建筑智能化工程设计、施工；办公设备及耗材、机械、机电产品销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。企业当前经营状态为存续。,信息传输、软件和信息技术服务业,软件和信息技术服务业,信息技术咨询服务,信息技术咨询服务
3114,南京恒瑞医疗科技有限公司,91320118558880641Q,新增导入,,数据技术企业,数据采集汇聚,,,,,,,,,,,,存续,2010-09-01,600万元,600万元,南京市,高淳区,2,XS(微型),南京恒瑞医疗科技有限公司座落于百里荷香，虾肥蟹美的历史文化名城南京高淳。以研发、生产、销售X射线影像类产品为主业，具有自主研发高频高压发生器之技术。,科学研究和技术服务业,研究和试验发展,医学研究和试验发展,医学研究和试验发展
7566,江苏印信通达电子科技有限公司,91320412695496347W,新增导入,数据分析,数据技术企业,数据加工分析,,,,,,,,,,,,在业,2009-10-13,1000万元,1000万元,常州市,武进区,5,XS(微型),"江苏印信通达电子科技有限公司成立于2009-10-13，法定代表人为周彬，注册资本为1000万元，统一社会信用代码为91320412695496347W，企业注册地址位于常州市武进高新区西湖路8号，所属行业为专业技术服务业，经营范围包含：电子产品、计算机软硬件的研发、生产、销售与技术咨询、技术服务、技术转让、技术培训；电子印章安全认证的咨询和推广服务；市场策划；北斗卫星导航系统数据分析服务；智能终端设备的研发、销售；公章制作；电子印章制作、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
许可项目：道路货物运输（不含危险货物）（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）
一般项目：工程和技术研究和试验发展；农业科学研究和试验发展；医学研究和试验发展；初级农产品收购；普通货物仓储服务（不含危险化学品等需许可审批的项目）；日用品销售；食用农产品零售；农副产品销售；水产品零售；机械设备销售；通讯设备销售；会议及展览服务；机械设备租赁（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。企业当前经营状态为在业。",科学研究和技术服务业,专业技术服务业,-,-
13358,泰州万润信息科技有限公司,91321202MA1XMFJJ62,自有,,数据资源企业,公共数据资源企业,,,,,,,,,,,,存续,2018-12-18,80万元,80万元,泰州市,海陵区,0,XS(微型),泰州万润信息科技有限公司成立于2018-12-18，法定代表人为张秋明，注册资本为80万元，统一社会信用代码为91321202MA1XMFJJ62，企业注册地址位于泰州市海陵区跃进路66号3幢，所属行业为软件和信息技术服务业，经营范围包含：地理信息数据采集与处理、地理信息系统及地图数据库建设、地理信息软件开发；互联网地图服务；地理位置定位测量、工程测量、不动产测绘；计算机系统集成。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。企业当前经营状态为存续。,信息传输、软件和信息技术服务业,软件和信息技术服务业,其他信息技术服务业,-
891,江苏智慧新吴信息科技有限公司,91320214MA1N1FEY3H,入库,,数据服务企业,,数据安全企业,,,,,,,,,,,在业,2016-12-02,16000万元,11500万元,无锡市,新吴区,25,S(小型),"江苏智慧新吴信息科技有限公司成立于2016年12月，法定代表人黄雪，位于江苏省无锡市新吴区。公司专注于技术服务与网络安全服务领域，拥有包括动态可视化测试环境生成方法、软件系统底层数据描述方法等多项专利技术。公司开发的ConXIoT城市级物联网平台软件、高新区企业服务一体化平台app等产品，以及持有的ITSS证书、CS证书等资质，体现了其在信息技术服务领域的专业能力。企业属性为国有企业。
江苏智慧新吴信息科技有限公司在2025年获得省级培育数据企业称号。该公司依托无锡新吴区的区位优势，在信息技术服务领域持续发展，其动态可视化测试环境生成方法和软件系统底层数据描述方法等专利技术为业务开展提供了支撑。
近期，智慧新吴与华胜天成、火山引擎合作共建无锡新吴区人工智能产业创新服务平台，聚焦大模型和智能体技术应用，推动区域AI产业发展。
以上内容由AI生成，仅供参考，请注意甄别。",科学研究和技术服务业,研究和试验发展,-,-
18140,南京顺新智能科技有限公司,913201150579671089,填报,,数据应用企业,,,,,,,,,,,,,在业,2012-11-26,412万元,412万元,南京市,江宁区,10,S(小型),"南京顺新智能科技有限公司成立于2012-11-26，法定代表人为梁果，注册资本为412万元，统一社会信用代码为913201150579671089，企业注册地址位于南京市江宁区东山街道萃文路7号，所属行业为专业技术服务业，经营范围包含：许可项目：建筑智能化系统设计；建设工程施工（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）
一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；人工智能应用软件开发；信息系统集成服务；智能控制系统集成；规划设计管理；安全技术防范系统设计施工服务；工程技术服务（规划管理、勘察、设计、监理除外）；工程管理服务；节能管理服务；信息咨询服务（不含许可类信息咨询服务）；电子专用设备销售；智能仪器仪表销售；智能输配电及控制设备销售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。企业当前经营状态为在业。",科学研究和技术服务业,专业技术服务业,-,-
17598,南京台源电子科技有限公司,91320115MA245W3AXW,填报,,数据应用企业,,,,,,,,,,,,,在业,2020-12-17,100万元,100万元,南京市,江宁区,0,XS(微型),南京台源电子科技有限公司成立于2020-12-17，法定代表人为周家豪，注册资本为100万元，统一社会信用代码为91320115MA245W3AXW，企业注册地址位于南京市江宁区金鑫东路15号2幢208室（江宁开发区），所属行业为专业技术服务业，经营范围包含：一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；电子产品销售；机械设备销售；电子元器件与机电组件设备销售；电力电子元器件销售；电气机械设备销售；电子专用材料销售；电子专用设备销售；国内贸易代理；通讯设备销售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。企业当前经营状态为在业。,科学研究和技术服务业,专业技术服务业,-,-
14580,南京图泰信息产业有限公司,913201043392862638,填报,,数据技术企业,,,,,,,,,,,,,存续,2015-05-20,1000万元,251.1万元,南京市,秦淮区,1,S(小型),"南京图泰信息产业有限公司成立于2015-05-20，法定代表人谢蕊，公司经营范围包括物联网服务、物联网设备销售、物联网设备制造。
南京图泰信息产业有限公司作为南京软件产业的重要参与者，受益于当地政府将工业软件作为优势新赛道的政策支持，以及南京市软件和信息服务产业集群入选首批国家级先进制造业集群的产业环境。在工业AI领域，该公司通过自主研发的多模态数据融合技术，在智能制造领域形成了差异化竞争优势。
以上内容由AI生成，仅供参考，请注意甄别。",信息传输、软件和信息技术服务业,软件和信息技术服务业,-,-
7473,安易行（常州）新能源科技有限公司,91310000MA7H6T2C81,新增导入,,数据技术企业,,,,,,,,,,,,,存续,2022-01-28,1218.4034万元,1218.4034万元,常州市,金坛区,113,M(中型),"安易行（常州）新能源科技有限公司成立于2022年1月28日，董事长为黄建中。公司是中国充换电产品与运营服务提供商，业务涵盖换电车型开发、换电设备定制、大数据平台构建、充换电运营及充换电站工程建设等领域，为出行及物流行业提供充换电设备及全场景运营解决方案。
安易行（常州）新能源科技有限公司2025年获得国家级高新技术企业认定，同年被评为省级民营科技企业，2024年入选省级创新型中小企业。该公司在充换电领域构建了完整的生态链，通过自主研发获得70余项专利，包括堆垛机地轨翻转机构等创新技术。依托华东地区的产业集聚优势，安易行建立了覆盖研发、制造到运营的全链条服务体系，其定制化充换电解决方案适配多种运输场景需求。
以上内容由AI生成，仅供参考，请注意甄别。",科学研究和技术服务业,科技推广和应用服务业,其他科技推广服务业,其他科技推广服务业
5082,威镝精工科技（苏州）有限责任公司,91320509MA26BX1N0X,新增导入,,数据技术企业,数据采集汇聚,,,,,,,,,,,,在业,2021-06-22,500万元,200万元,苏州市,吴江区,4,XS(微型),"威镝精工科技（苏州）有限责任公司成立于2021年6月22日，法定代表人为宁先进，注册地位于江苏省苏州市吴江区。公司专注于金属制品研发与销售，同时开展技术推广服务。企业拥有多项专利技术，包括数据采集模块制备方法、正畸矫治装置及监测方法等创新成果，并开发了X射线单晶多维度全方位质量评估平台软件。公司业务聚焦于精密金属制品领域的技术研发与应用。
威镝精工科技（苏州）有限责任公司先后获得2025年国家级科技型中小企业和2023年省级民营科技企业认定。
以上内容由AI生成，仅供参考，请注意甄别。",科学研究和技术服务业,科技推广和应用服务业,技术推广服务,新材料技术推广服务
8257,江苏大漠信息产业股份有限公司,91321000588412451N,新增导入,云计算,数据基础设施企业,数据存算设施,,,,,,,,,,,,存续,2011-12-21,1000万元,1000万元,扬州市,广陵区,0,S(小型),江苏大漠信息产业股份有限公司成立于2011-12-21，法定代表人为孙秀华，注册资本为1000万元，统一社会信用代码为91321000588412451N，企业注册地址位于江苏信息服务产业基地二期12号楼，所属行业为软件和信息技术服务业，经营范围包含：信息产业投资、信息技术咨询；软件开发及销售；企业管理及投资管理咨询；办公用品销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。企业当前经营状态为存续。,信息传输、软件和信息技术服务业,软件和信息技术服务业,-,-
11394,苏州东利来信息科技有限公司,91320594MA1MU86967,自有,,数据技术企业,数据计算存储技术企业,,,,,,,,,,,,在业,2016-09-09,200万元,7.5万元,苏州市,苏州工业园区,0,XS(微型),苏州东利来信息科技有限公司成立于2016-09-09，法定代表人为蔡海霞，注册资本为200万元，统一社会信用代码为91320594MA1MU86967，企业注册地址位于苏州工业园区海悦花园七区10幢1401室（非独立住宅），所属行业为软件和信息技术服务业，经营范围包含：网络应用软件开发及经营，软件外包服务，信息系统设计服务，数据库服务；网上销售：密封件、液压产品、换热器配件、仪器仪表、不锈钢制品、铝合金制品、五金配件、机电设备、环保设备及配件、机械设备及配件、空气过滤净化设备、橡塑制品、办公用品、化妆品、母婴用品、珠宝首饰、服装鞋帽、建筑材料、电子产品、通讯设备、日用百货。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。企业当前经营状态为在业。,信息传输、软件和信息技术服务业,软件和信息技术服务业,-,-
9927,南京苏合创视信息技术有限公司,91320105MA20T9P45D,自有,,数据技术企业,数据加工分析技术企业,,,,,,,,,,,,存续,2020-01-13,200万元,-,南京市,建邺区,0,S(小型),南京苏合创视信息技术有限公司成立于2020-01-13，法定代表人为董梁，注册资本为200万元，统一社会信用代码为91320105MA20T9P45D，企业注册地址位于南京市建邺区白龙江东街16号金陵建工5号楼B栋6楼601室，所属行业为软件和信息技术服务业，经营范围包含：信息技术、网络技术、机器人技术、人工智能技术服务、技术转让、技术咨询；大数据技术、物联网技术研发；计算机系统集成；设计、制作、代理、发布国内各类广告；公关活动策划；数据处理与存储服务；会务服务；展览展示服务；计算机软硬件研发、销售；动漫设计；电影制作（须取得许可或批准后方可经营）；多媒体设计；应用软件服务；动漫及游艺用品销售；计算机软件及辅助设备、通信设备、钟表、眼镜、化妆品、卫生用品、文化用品、服装鞋帽、箱包、文具、家具、卫生洁具、纺织品、数码产品销售（含网上销售）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。企业当前经营状态为存续。,信息传输、软件和信息技术服务业,软件和信息技术服务业,-,-
23180,常州硕欣电子科技有限公司,913204046816127144,填报,,数据应用企业,,,,,,,,,,,,,存续,2008-10-27,500万元,300万元,常州市,武进区,34,S(小型),常州硕欣电子科技有限公司是一家专业从事设计和生产智能安防监控系统设备的科技型企业。公司有较强的开发和设计能力，生产管理制度完善，检测设备齐全，产品性能稳定。以市场需求为导向，以技术创新为支持，竭诚为客户提供稳定可靠的优质产品。,制造业,-,-,-
2209,南京天大宝印艺术品评估有限公司,91320105302459394L,新增导入,互联网平台,数据资源企业,,,,,,,,,,,,,存续,2014-10-14,100万元,42.01万元,南京市,浦口区,0,XS(微型),南京天大宝印艺术品评估有限公司成立于2014-10-14，法定代表人为马劲松，注册资本为100万元，统一社会信用代码为91320105302459394L，企业注册地址位于南京市江北新区星火路12号05幢1801室，所属行业为其他服务业，经营范围包含：艺术品评估；艺术品拍卖服务（须取得许可或批准后方可经营）；网络技术服务；信息系统集成服务。艺术品鉴定服务；艺术品包装服务；工艺美术品销售；邮票纪念币的专门零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。企业当前经营状态为存续。,居民服务、修理和其他服务业,其他服务业,其他未列明服务业,其他未列明服务业
9249,江苏省城市规划设计研究院有限公司,91320000MA1MF9988Q,自有,DCMM乙方,数据资源企业,行业数据资源企业,,,,,,,,,,,,在业,1987-09-09,3000万元,3000万元,南京市,鼓楼区,567,M(中型),"江苏省城市规划设计研究院有限公司成立于1987年9月，法定代表人为张伟，是国有企业。公司主营业务包括城乡规划编制、建筑工程设计、风景园林工程设计、市政道路工程设计、工程咨询等专业服务。作为江苏省规划设计集团的核心成员单位，公司持有城乡规划、建筑工程等6项甲级资质和多项乙级资质，并通过ISO质量管理体系认证。
江苏省城市规划设计研究院有限公司获得2024年国家级城市规划学会科学技术奖和省级建设科技创新成果，并入选2023年国家级高新技术企业。作为省内专业齐全、资质较高的规划设计行业单位，该公司在2020年成为江苏省规划设计集团的核心成员，依托集团在城乡建设高质量发展中的政策支持，拓展了市场布局。通过掌握城市规划、交通规划等领域的自主知识产权，该公司在科研创新与规划实践方面具备技术优势。在行业规范化发展背景下，其信息化建设提升了项目管理和运营效率。
以上内容由AI生成，仅供参考，请注意甄别。",科学研究和技术服务业,专业技术服务业,-,-
31874,江苏杰东通信科技有限公司,913208916954741991,规上,,数据基础设施企业,,,,,,,,,,,,,存续,2009-09-28,5050万元,5050万元,淮安市,淮安经济技术开发区,116,M(中型),"江苏杰东通信科技有限公司成立于2009年，法定代表人为陆娟。公司专注于无线通信网络覆盖工程和终端产品回收再利用业务，主要业务包括室内外无线覆盖、数字电视网络覆盖、小区驻地网建设、集团接入工程及家庭宽带终端回收。公司以'质量第一、信誉第一、科技创新、勇攀高峰'为宗旨，拥有专业的技术团队和丰富的项目经验，曾承接淮安万达广场、苏州高新国际商务广场等150余项工程。
江苏杰东通信科技有限公司2025年获得国家级高新技术企业认定，并入选省级专精特新中小企业和国家级科技型中小企业。该公司在通信网络覆盖工程领域积累了丰富经验，拥有三级电力设施承装、承修、承试资质，能够参与各类通信基础设施建设项目。从行业环境来看，江苏省新兴产业订单增长显著，海外市场拓展成效明显，这为该公司业务发展提供了有利条件。随着5G网络建设和物联网应用扩展，通信服务需求持续增长，该公司在室内外无线覆盖、数字电视网络等领域的专业能力有望获得更多市场机会。
以上内容由AI生成，仅供参考，请注意甄别。",建筑业,建筑装饰、装修和其他建筑业,建筑装饰和装修业,-
6068,君帅科技（苏州）有限公司,91320509MACY7F7708,新增导入,人工智能融合,数据应用企业,,,,,,,,,,,,,在业,2023-09-18,1000万元,-,苏州市,吴江区,9,XS(微型),君帅科技（苏州）有限公司成立于2023-09-18，法定代表人为李洋财，注册资本为1000万元，统一社会信用代码为91320509MACY7F7708，企业注册地址位于江苏省苏州市吴江区东太湖生态旅游度假区（太湖新城）长安路3099号1801-01，所属行业为专业技术服务业，经营范围包含：一般项目：5G通信技术服务；云计算装备技术服务；量子计算技术服务；信息技术咨询服务；人工智能公共服务平台技术咨询服务；人工智能基础资源与技术平台；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；人工智能应用软件开发；教育咨询服务（不含涉许可审批的教育培训活动）；教育教学检测和评价活动；业务培训（不含教育培训、职业技能培训等需取得许可的培训）；自费出国留学中介服务；招生辅助服务；软件开发；智能机器人的研发；企业总部管理；文化用品设备出租；计算机系统服务；旅游开发项目策划咨询；农村民间工艺及制品、休闲农业和乡村旅游资源的开发经营；专业设计服务；信息咨询服务（不含许可类信息咨询服务）；通信传输设备专业修理；通信交换设备专业修理；通信设备销售；光通信设备销售；移动通信设备销售；卫星移动通信终端销售；卫星通信服务；数字文化创意技术装备销售；数字视频监控系统销售；数字文化创意内容应用服务；数字文化创意软件开发；数字内容制作服务（不含出版发行）；数字技术服务；数字创意产品展览展示服务；集成电路销售；集成电路芯片及产品销售；政府采购代理服务；采购代理服务；工程管理服务；企业管理；资产评估；以自有资金从事投资活动；自有资金投资的资产管理服务；知识产权服务（专利代理服务除外）；国内贸易代理；贸易经纪；经济贸易咨询；进出口代理；技术进出口；会议及展览服务；污水处理及其再生利用；再生资源销售；碳纤维再生利用技术研发；资源再生利用技术研发；工程和技术研究和试验发展；工程和技术研究和试验发展（除人体干细胞、基因诊断与治疗技术开发和应用，中国稀有和特有的珍贵优良品种）；招投标代理服务；货物进出口；品牌管理；计算机软硬件及辅助设备零售；人工智能硬件销售；人工智能双创服务平台；新材料技术研发；环保咨询服务；能量回收系统研发；资源循环利用服务技术咨询；储能技术服务；技术推广服务；科技推广和应用服务；互联网销售（除销售需要许可的商品）；互联网数据服务；区块链技术相关软件和服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。企业当前经营状态为在业。,科学研究和技术服务业,专业技术服务业,-,-
